# Botanical Bed Builder - curated native plant table. EDIT THIS FILE to change plants.
# Pipe-delimited ("|"). Lines starting with # are comments. Read by build_data.py.
# regions: NE=Northeast/Mid-Atlantic SE=Southeast MW=Midwest/Great Lakes GP=Great Plains
#          TX=Texas/S-Central SW=Southwest desert MTN=Rockies/Intermountain
#          PNW=Pacific Northwest CA=California FL=Florida/subtropical
# light: S=full sun(6h+) P=part shade(3-6h) H=shade(<3h)   moist: D=dry M=average W=moist/wet
# layer: STRUCT=structural SEASONAL=seasonal-theme MATRIX=groundcover GRASS FERN SHRUB FILLER
# lep = approximate Lepidoptera species supported at GENUS level (NWF / Tallamy). Verify by county.
# sb  = Y if a documented pollen-specialist bee host (Fowler & Droege).
id|sci|common|family|regions|zmin|zmax|light|moist|hmin|hmax|spread|spacing|bloom_start|bloom_end|colors|layer|form|lep|sb|hosts|wildlife|notes
podophyllum_peltatum|Podophyllum peltatum|Mayapple|Berberidaceae|NE,SE,MW|3|8|H,P|M|12|18|18|18|4|5|white|MATRIX|bold|3||||Umbrella colonies of tropical-looking leaves. Dormant by late summer in dry shade.
uvularia_grandiflora|Uvularia grandiflora|Large-flowered Bellwort|Colchicaceae|NE,SE,MW|3|8|P,H|M|12|24|18|15|4|5|yellow|FILLER|arching|3||||Twisted yellow bells dangle from arching perfoliate stems. Elegant and slow.
maianthemum_racemosum|Maianthemum racemosum|False Solomon's Seal|Asparagaceae|NE,SE,MW,PNW,MTN|3|9|P,H|M|24|36|24|24|5|6|white|STRUCT|arching|5|||birdseed|Plumes of white become ruby berries. A strong arching form for the shade middle ground.
eurybia_macrophylla|Eurybia macrophylla|Big-leaved Aster|Asteraceae|NE,MW|3|7|P,H|D,M|12|36|24|18|8|9|pale violet|MATRIX|bold|100|Y|Pearl Crescent|birdseed|Large basal leaves carpet dry shade, with lavender daisies on tall stems in late summer.
# ---------- FERNS ----------
polystichum_acrostichoides|Polystichum acrostichoides|Christmas Fern|Dryopteridaceae|NE,SE,MW|3|9|P,H|D,M|18|24|24|18|0|0|none|FERN|arching||||deer_resistant;evergreen|Evergreen, deer proof and tolerant of dry shade and slopes. The workhorse eastern fern.
dryopteris_marginalis|Dryopteris marginalis|Marginal Wood Fern|Dryopteridaceae|NE,SE,MW|3|8|P,H|D,M|18|30|24|24|0|0|none|FERN|vase||||deer_resistant;evergreen|A blue-green evergreen vase, excellent in rocky dry shade. Very long lived.
athyrium_asplenioides|Athyrium asplenioides|Southern Lady Fern|Athyriaceae|NE,SE,MW|4|9|P,H|M|18|36|24|24|0|0|none|FERN|vase||||deer_resistant|Lacy, fast to fill and forgiving. Cut spent fronds in late summer if they brown.
adiantum_pedatum|Adiantum pedatum|Maidenhair Fern|Pteridaceae|NE,SE,MW,PNW|3|9|H,P|M|12|24|18|18|0|0|none|FERN|fine||||deer_resistant|Wiry black stems and fan-shaped fronds. Wants humus and reliable moisture.
osmundastrum_cinnamomeum|Osmundastrum cinnamomeum|Cinnamon Fern|Osmundaceae|NE,SE,MW|3|9|P,H|M,W|36|60|36|36|0|0|none|FERN|vase||||deer_resistant|Big architectural vases for wet shade: the structural fern of a rain garden.
onoclea_sensibilis|Onoclea sensibilis|Sensitive Fern|Onocleaceae|NE,SE,MW|3|8|P,H|M,W|18|30|36|24|0|0|none|FERN|coarse||||deer_resistant|Spreads fast in wet soil. Use it to colonise difficult wet shade, not small beds.
polystichum_munitum|Polystichum munitum|Western Sword Fern|Dryopteridaceae|PNW,CA|5|9|P,H|D,M|24|48|36|30|0|0|none|FERN|vase||||deer_resistant;evergreen|The defining evergreen fern of the coastal Northwest. Drought tolerant in deep shade.
struthiopteris_spicant|Struthiopteris spicant|Deer Fern|Blechnaceae|PNW|4|9|H,P|M|12|24|18|18|0|0|none|FERN|vase||||evergreen|A two-tone fern with a sterile rosette and upright fertile fronds. Needs moisture and shade.
thelypteris_kunthii|Thelypteris kunthii|Southern Shield Fern|Thelypteridaceae|SE,FL,TX|7|11|P,H|M|24|36|30|24|0|0|none|FERN|arching||||deer_resistant|Fast, lush and heat proof: the best deciduous fern for the Gulf South and Florida.
woodwardia_areolata|Woodwardia areolata|Netted Chain Fern|Blechnaceae|NE,SE,FL|4|9|P,H|M,W|12|24|24|18|0|0|none|FERN|arching||||deer_resistant|Glossy bronze new growth, spreading by rhizome in moist acid shade.
astrolepis_sinuata|Astrolepis sinuata|Wavy Cloak Fern|Pteridaceae|SW,TX|7|10|P,H|D|8|16|14|12|0|0|none|FERN|upright||||deer_resistant;evergreen|A genuinely drought-proof evergreen fern for rocky shade in the desert Southwest.
myriopteris_lindheimeri|Myriopteris lindheimeri|Fairy Sword Fern|Pteridaceae|SW,TX|7|10|P,H|D|6|12|18|12|0|0|none|FERN|mat||||evergreen|A silvery-woolly lip fern that curls in drought and revives with rain. For dry shaded rock.
blechnum_serrulatum|Blechnum serrulatum|Swamp Fern|Blechnaceae|FL|9|11|P,H|M,W|24|36|36|24|0|0|none|FERN|upright||||evergreen|A leathery evergreen fern spreading by rhizome in moist Florida shade. Bronze new growth.
# ---------- GRASSES AND SEDGES (MATRIX LAYER) ----------
schizachyrium_scoparium|Schizachyrium scoparium|Little Bluestem|Poaceae|NE,SE,MW,GP,TX,MTN,SW|3|9|S|D,M|24|48|18|18|8|9|bronze|GRASS|upright|9||Ottoe Skipper;Dusted Skipper;Cobweb Skipper|birdseed;winter_structure;nest_stems|Blue-green in summer, copper-orange in winter with silver seed. The best matrix grass.
sporobolus_heterolepis|Sporobolus heterolepis|Prairie Dropseed|Poaceae|NE,MW,GP,MTN|3|9|S|D,M|18|24|30|24|8|9|tan|GRASS|fountain|5||Skippers|birdseed;winter_structure|An emerald fountain with coriander-scented flowers, turning apricot. Elegant, long lived.
bouteloua_curtipendula|Bouteloua curtipendula|Sideoats Grama|Poaceae|NE,SE,MW,GP,TX,SW,MTN|3|9|S|D|18|30|18|15|6|8|purple-tan|GRASS|upright|9||Green Skipper;Dotted Skipper|birdseed;nest_stems|Oat-like seeds hang along one side of the stem. Fast, tough and fine textured.
bouteloua_gracilis|Bouteloua gracilis|Blue Grama|Poaceae|GP,SW,MTN,TX|3|9|S|D|8|18|12|12|6|8|tan|MATRIX|tuft|9||Green Skipper|birdseed|Eyebrow-shaped seedheads on a low turf-like tuft. The shortgrass prairie matrix.
andropogon_gerardii|Andropogon gerardii|Big Bluestem|Poaceae|NE,SE,MW,GP,TX|3|9|S|D,M|48|84|30|30|8|9|bronze-purple|STRUCT|upright|10||Delaware Skipper;Dusted Skipper|birdseed;winter_structure;nest_stems|Turkey-foot seedheads at 6 ft with wine-red autumn colour. Use compact selections in beds.
sorghastrum_nutans|Sorghastrum nutans|Indiangrass|Poaceae|NE,SE,MW,GP,TX|3|9|S|D,M|36|72|24|24|8|9|golden|STRUCT|upright|10||Pepper and Salt Skipper|birdseed;winter_structure|Bronze-gold plumes catch low autumn light. More strictly upright than big bluestem.
panicum_virgatum|Panicum virgatum|Switchgrass|Poaceae|NE,SE,MW,GP,TX,MTN|3|9|S,P|D,M,W|36|72|30|30|7|9|pink-tan|STRUCT|upright|20||Delaware Skipper|birdseed;winter_structure;nest_stems|Airy pink flower clouds and stiff winter stems. Northwind is the best upright form.
muhlenbergia_capillaris|Muhlenbergia capillaris|Pink Muhly Grass|Poaceae|SE,FL,TX|6|10|S|D,M|24|36|30|24|9|10|pink|GRASS|fountain|5|||birdseed;winter_structure|A rose-pink smoke cloud in October. Needs sharp drainage and full sun to flower well.
muhlenbergia_reverchonii|Muhlenbergia reverchonii|Seep Muhly|Poaceae|TX,GP,SW|5|9|S|D|12|24|24|18|9|10|pink-tan|MATRIX|fountain|5|||winter_structure|Undaunted is a compact, extremely drought tolerant pink-flowering muhly for hot beds.
muhlenbergia_rigens|Muhlenbergia rigens|Deer Grass|Poaceae|CA,SW,TX|6|10|S,P|D,M|24|48|48|36|7|9|tan|STRUCT|fountain|5|||winter_structure|A big sculptural fountain with spike-like flower stems. The backbone grass of the Southwest.
muhlenbergia_emersleyi|Muhlenbergia emersleyi|Bull Grass|Poaceae|SW,TX|6|10|S,P|D,M|24|40|36|30|8|10|purple-pink|GRASS|fountain|5|||winter_structure|A big glossy fountain with rose-purple plumes: rare among grasses for desert part shade.
muhlenbergia_dubia|Muhlenbergia dubia|Pine Muhly|Poaceae|TX,SW|6|10|S,P|D|18|30|24|18|8|10|tan|GRASS|fountain|5|||winter_structure|A fine upright fountain that holds its shape all winter. Excellent in dry filtered shade.
chasmanthium_latifolium|Chasmanthium latifolium|River Oats|Poaceae|NE,SE,MW,TX|3|9|P,H|M|24|40|24|24|7|9|green-tan|GRASS|arching|10||Pepper and Salt Skipper|birdseed;winter_structure|Flat dangling oat spikelets, one of very few showy shade grasses. Reseeds vigorously.
eragrostis_spectabilis|Eragrostis spectabilis|Purple Love Grass|Poaceae|NE,SE,MW,GP,TX|5|9|S|D|12|24|24|18|8|9|purple|MATRIX|haze|5|||birdseed|A low purple-pink fog in late summer. Short lived; let it move around the bed.
carex_pensylvanica|Carex pensylvanica|Pennsylvania Sedge|Cyperaceae|NE,SE,MW|3|8|P,H|D,M|6|10|12|10|4|5|tan|MATRIX|mat|40|||nest_cover|The premier dry-shade green mulch: a soft lawn-like carpet under oaks. Rhizomatous.
carex_appalachica|Carex appalachica|Appalachian Sedge|Cyperaceae|NE,SE,MW|3|8|P,H|D,M|8|14|12|12|4|5|tan|MATRIX|fountain|40|||nest_cover|A hair-fine clumping sedge for dry shade, reading as a soft green mist. No mowing.
carex_plantaginea|Carex plantaginea|Seersucker Sedge|Cyperaceae|NE,SE,MW|4|8|H,P|M|8|14|15|12|4|5|purple-brown|MATRIX|bold|40|||evergreen|Wide, ribbed, puckered evergreen leaves: a bold-textured groundcover for rich shade.
carex_eburnea|Carex eburnea|Bristleleaf Sedge|Cyperaceae|NE,MW,MTN|2|8|P,H|D,M|4|8|10|8|5|6|tan|MATRIX|tuft|40||||Ultra-fine bright green cushions, happy on limestone and in dry rooty shade.
carex_flaccosperma|Carex flaccosperma|Blue Wood Sedge|Cyperaceae|SE,MW,TX|5|9|P,H|M,W|8|12|12|12|4|5|tan|MATRIX|tuft|40|||evergreen|Broad glaucous blue leaves for moist Southeastern shade. Evergreen in mild winters.
carex_stricta|Carex stricta|Tussock Sedge|Cyperaceae|NE,SE,MW|3|8|S,P|W|24|36|24|24|5|6|tan|GRASS|tussock|40|||nest_cover|Forms raised tussocks in standing water. The structural sedge for rain garden bottoms.
carex_albicans|Carex albicans|White-tinged Sedge|Cyperaceae|NE,SE,MW|4|8|P,H|D|6|12|10|10|4|5|tan|MATRIX|tuft|40||||A very drought tolerant clumping woodland sedge, good in root-filled dry shade.
carex_pansa|Carex pansa|California Meadow Sedge|Cyperaceae|CA,PNW|7|10|S,P|D,M|6|12|12|10|4|5|tan|MATRIX|mat|40|||evergreen|A rhizomatous sedge used as a low-water lawn alternative on the West Coast.
carex_obnupta|Carex obnupta|Slough Sedge|Cyperaceae|PNW|6|9|S,P|M,W|24|48|36|30|4|6|brown|GRASS|arching|40|||nest_cover|A tough evergreen wetland sedge for Northwest rain gardens and swales.
carex_sprengelii|Carex sprengelii|Long-beaked Sedge|Cyperaceae|MW,GP,NE|3|7|P,H|M|18|30|18|18|5|6|tan|GRASS|arching|40|||nest_cover|A graceful arching sedge with dangling beaked seed. An excellent tall matrix for shade.
carex_brevior|Carex brevior|Plains Oval Sedge|Cyperaceae|GP,MW,TX|3|8|S,P|D,M|12|24|15|15|5|6|tan|MATRIX|tuft|40|||birdseed|A tough clumping sedge for the cool-season matrix of a plains planting. Star-shaped seed.
carex_planostachys|Carex planostachys|Cedar Sedge|Cyperaceae|TX,SW|7|9|H,P|D|6|10|12|10|3|5|tan|MATRIX|tuft|40|||nest_cover|The groundcover answer for dry shade under live oak and juniper in Texas. Needs no water.
festuca_idahoensis|Festuca idahoensis|Idaho Fescue|Poaceae|PNW,MTN,CA|4|9|S,P|D|10|18|12|12|5|6|tan|MATRIX|tuft|5|||birdseed|A fine blue-grey bunchgrass, the matrix of Northwest and Rocky Mountain dry meadows.
festuca_californica|Festuca californica|California Fescue|Poaceae|CA,PNW|7|10|P,S|D,M|18|36|30|24|4|6|purple-tan|GRASS|fountain|5|||birdseed|A big blue-grey fountain that tolerates dry shade under oaks. A superb matrix grass.
stipa_pulchra|Stipa pulchra|Purple Needlegrass|Poaceae|CA|7|10|S|D|18|36|24|24|4|6|purple-tan|GRASS|fountain|5|||birdseed|The California state grass. Deep rooted, summer dormant, with awns that catch light.
deschampsia_cespitosa|Deschampsia cespitosa|Tufted Hairgrass|Poaceae|PNW,MTN,NE,CA|4|9|S,P|M,W|18|36|24|24|6|8|golden|GRASS|fountain|5|||birdseed|Shimmering airy flower clouds. One of the best grasses for part shade and moist soil.
hesperostipa_comata|Hesperostipa comata|Needle-and-Thread Grass|Poaceae|GP,MTN,SW|3|8|S|D|18|30|18|18|5|7|tan|GRASS|fountain|5|||birdseed|Long twisting awns glow silver. The signature grass of the northern shortgrass plains.
aristida_purpurea|Aristida purpurea|Purple Three-awn|Poaceae|SW,TX,GP,MTN|5|10|S|D|12|24|18|15|5|9|purple|MATRIX|haze|5|||birdseed|A reddish-purple seed haze on a small tuft. Blooms twice with summer rain in the desert.
panicum_amarum|Panicum amarum|Bitter Panicgrass|Poaceae|NE,SE,FL,TX|5|10|S|D|24|48|30|24|8|10|tan|GRASS|upright|20|||birdseed;winter_structure|A blue-grey dune grass that laughs at salt spray and shifting sand. Dewey Blue is the garden form.
eragrostis_elliottii|Eragrostis elliottii|Elliott's Lovegrass|Poaceae|FL,SE,TX|8|11|S|D,M|18|30|24|18|8|11|silver-white|GRASS|fountain|5|||birdseed|Silvery-white flower clouds on a tidy blue-green fountain. Very salt tolerant.
tripsacum_floridanum|Tripsacum floridanum|Florida Gamagrass|Poaceae|FL|9|11|S,P|D,M|24|36|36|30|4|10|green|GRASS|fountain|10|||nest_cover|A lush evergreen mound of arching blades. The best structural native grass for South Florida.
rhynchospora_colorata|Rhynchospora colorata|White-top Sedge|Cyperaceae|FL,SE,TX|8|11|S,P|M,W|12|24|12|12|4|10|white|MATRIX|tuft|40||||Bracts form crisp white stars for months. Reads as a flower but behaves as a wetland sedge.
# ---------- SHRUBS AND SUBSHRUBS (STRUCTURAL LAYER) ----------
itea_virginica|Itea virginica|Virginia Sweetspire|Iteaceae|NE,SE,FL,TX|5|9|S,P,H|M,W|36|60|48|48|5|6|white|SHRUB|arching|10|||fall_color|Fragrant white tassels then brilliant scarlet fall colour held into December. Suckers gently.
hydrangea_arborescens|Hydrangea arborescens|Smooth Hydrangea|Hydrangeaceae|NE,SE,MW|3|9|P,H|M|36|60|48|48|6|8|white|SHRUB|mound|5|||winter_structure|Use lacecap forms such as Haas Halo: the mophead Annabelle offers pollinators nothing.
hydrangea_quercifolia|Hydrangea quercifolia|Oakleaf Hydrangea|Hydrangeaceae|SE,NE,TX|5|9|P,H|M|48|96|72|60|5|7|white|SHRUB|bold|5|||fall_color;winter_structure|Bold oak-shaped leaves, burgundy fall colour, exfoliating bark. A four-season anchor.
clethra_alnifolia|Clethra alnifolia|Summersweet|Clethraceae|NE,SE,FL|4|9|P,H,S|M,W|36|72|48|48|7|8|white|SHRUB|upright|5|||deer_resistant|Powerfully fragrant midsummer spikes in shade. One of the best shrubs for wet soil.
fothergilla_gardenii|Fothergilla gardenii|Dwarf Witch Alder|Hamamelidaceae|SE,NE|5|8|S,P|M|24|48|36|36|4|5|white|SHRUB|mound|5|||fall_color|Honey-scented spring bottlebrushes and blazing orange-red fall colour on a neat mound.
ceanothus_americanus|Ceanothus americanus|New Jersey Tea|Rhamnaceae|NE,SE,MW,GP,TX|4|8|S,P|D|24|36|36|36|6|7|white|SHRUB|mound|40|Y|Spring Azure;Mottled Duskywing|deer_resistant;nfix|A nitrogen-fixing dwarf shrub for dry lean soil, with huge insect visitation for its size.
rhus_aromatica|Rhus aromatica|Fragrant Sumac|Anacardiaceae|NE,SE,MW,GP,TX|3|9|S,P|D|24|36|72|48|4|5|yellow|SHRUB|spreading|50|Y||birdseed;fall_color|Gro-Low is a 2 ft by 8 ft bank cover with scarlet fall colour and fruit for birds.
vaccinium_angustifolium|Vaccinium angustifolium|Lowbush Blueberry|Ericaceae|NE,MW|2|8|S,P|D,M|12|24|36|30|5|6|white|SHRUB|mat|200|Y|Brown Elfin;Henry's Elfin|birdseed;fall_color|A keystone genus. Needs acid soil. Edible fruit and a crimson autumn carpet.
aronia_melanocarpa|Aronia melanocarpa|Black Chokeberry|Rosaceae|NE,SE,MW|3|8|S,P|M,W|36|72|48|48|5|5|white|SHRUB|upright|30|Y||birdseed;fall_color|Glossy leaves, black fruit for winter birds, wine-red fall colour. Very adaptable.
physocarpus_opulifolius|Physocarpus opulifolius|Ninebark|Rosaceae|NE,SE,MW,GP|2|8|S,P|D,M|48|96|60|60|5|6|white-pink|SHRUB|arching|40|||winter_structure|Exfoliating bark and clusters of white flowers. Choose green forms over dark cultivars.
diervilla_lonicera|Diervilla lonicera|Northern Bush Honeysuckle|Caprifoliaceae|NE,MW|3|7|S,P,H|D,M|24|48|48|42|6|8|yellow|SHRUB|mound|10|||hummingbird;fall_color|A suckering low shrub that thrives in dry shade where little else will grow.
lindera_benzoin|Lindera benzoin|Spicebush|Lauraceae|NE,SE,MW|4|9|P,H|M|72|120|72|72|3|4|yellow|SHRUB|upright|10||Spicebush Swallowtail;Promethea Moth|birdseed;fall_color|Host of the spicebush swallowtail. Chartreuse early flowers, clear yellow fall colour.
callicarpa_americana|Callicarpa americana|American Beautyberry|Lamiaceae|SE,FL,TX|6|10|S,P,H|D,M|48|72|60|60|6|8|pink|SHRUB|arching|5|||birdseed|Startling magenta fruit clusters in autumn, heavily used by mockingbirds and thrashers.
ilex_glabra|Ilex glabra|Inkberry Holly|Aquifoliaceae|NE,SE,FL|5|10|S,P|M,W|36|72|48|48|5|6|white|SHRUB|mound|40|Y||birdseed;evergreen|The native evergreen alternative to boxwood. Shamrock and Gem Box are compact selections.
amorpha_nana|Amorpha nana|Dwarf Leadplant|Fabaceae|GP,MW,MTN|2|7|S|D|18|36|24|24|6|7|purple|SHRUB|fine|10|Y||deer_resistant;nfix|A tiny leadplant for the coldest, driest gravel beds, with fine silver-green foliage.
symphoricarpos_orbiculatus|Symphoricarpos orbiculatus|Coralberry|Caprifoliaceae|NE,SE,MW,GP,TX|2|9|S,P,H|D,M|24|60|60|48|7|8|pink|SHRUB|arching|20|||birdseed|Coral-pink fruit clings all winter. Thrives in dry shade; suckers into thickets.
symphoricarpos_albus|Symphoricarpos albus|Common Snowberry|Caprifoliaceae|PNW,MTN,NE,MW|3|9|S,P,H|D,M|36|60|60|48|6|8|pink|SHRUB|arching|20|||birdseed;hummingbird|White berries persist into winter. Among the most shade- and drought-tolerant native shrubs.
morella_caroliniensis|Morella caroliniensis|Southern Bayberry|Myricaceae|SE,NE,FL|6|10|S,P|D,M,W|48|96|60|60|4|5|inconspicuous|SHRUB|upright|10|||birdseed;evergreen;nfix|Aromatic semi-evergreen that fixes nitrogen; the waxy fruit is key winter food for warblers.
cornus_sericea|Cornus sericea|Red-osier Dogwood|Cornaceae|NE,MW,GP,MTN,PNW|2|8|S,P|M,W|60|108|72|60|5|6|white|SHRUB|upright|110|Y|Spring Azure|birdseed;winter_structure;fall_color|Scarlet winter stems, white fruit for birds. A keystone genus; coppice a third of the stems yearly.
sabal_minor|Sabal minor|Dwarf Palmetto|Arecaceae|SE,FL,TX|7|11|H,P,S|M,W|36|72|60|60|5|6|cream|STRUCT|palm|5|||birdseed;evergreen;winter_structure|A hardy evergreen fan palm giving subtropical botanical-garden structure in deep shade.
serenoa_repens|Serenoa repens|Saw Palmetto|Arecaceae|FL,SE|8|11|S,P|D,M|36|72|72|60|4|6|cream|STRUCT|palm|5|Y||birdseed;evergreen;winter_structure|Silver-blue evergreen fans give year-round structure. The fruit is critical wildlife food.
zamia_integrifolia|Zamia integrifolia|Coontie|Zamiaceae|FL|8|11|P,H,S|D,M|18|36|36|30|0|0|none|STRUCT|rosette|1||Atala Hairstreak|evergreen;winter_structure|The sole host of the atala butterfly. A glossy evergreen cycad rosette for sun or shade.
hamelia_patens|Hamelia patens|Firebush|Rubiaceae|FL|9|11|S,P|D,M|48|96|60|60|4|11|orange-red|SHRUB|upright|5|||hummingbird;birdseed|Orange tubes almost year-round for hummingbirds and zebra longwings. Use the native species.
chrysobalanus_icaco|Chrysobalanus icaco|Cocoplum|Chrysobalanaceae|FL|10|11|S,P|M|48|120|72|60|3|8|white|SHRUB|mound|5|||birdseed;evergreen|A glossy evergreen hedge shrub with edible fruit. Salt and wind tolerant.
psychotria_nervosa|Psychotria nervosa|Wild Coffee|Rubiaceae|FL|9|11|H,P|M|36|72|48|48|4|8|white|SHRUB|upright|5|||birdseed;evergreen|Glossy corrugated evergreen leaves and red fruit. The definitive shrub for South Florida shade.
# ---------- WEST: ROCKIES / INTERMOUNTAIN ----------
penstemon_strictus|Penstemon strictus|Rocky Mountain Penstemon|Plantaginaceae|MTN,SW,GP|3|9|S|D|18|36|18|18|5|7|deep blue|SEASONAL|spike|8|Y||hummingbird;deer_resistant|The most reliable blue penstemon for cold dry gardens, with a semi-evergreen rosette.
penstemon_pinifolius|Penstemon pinifolius|Pineleaf Penstemon|Plantaginaceae|SW,MTN|4|10|S|D|10|18|18|15|6|9|orange-red|MATRIX|fine|8|Y||hummingbird;deer_resistant;evergreen|Needle foliage and scarlet tubes for months. Superb in gravel with Zauschneria.
penstemon_eatonii|Penstemon eatonii|Firecracker Penstemon|Plantaginaceae|SW,MTN,CA|4|9|S|D|24|36|18|18|3|5|scarlet|SEASONAL|spike|8|Y||hummingbird;deer_resistant|The earliest hummingbird plant on the Colorado Plateau. Needs lean soil.
penstemon_palmeri|Penstemon palmeri|Palmer's Penstemon|Plantaginaceae|SW,MTN|4|9|S|D|36|60|24|24|5|7|pink|STRUCT|spike|8|Y||hummingbird;deer_resistant|The only fragrant penstemon: 5 ft spires of pink snapdragons over blue-grey leaves.
gaillardia_aristata|Gaillardia aristata|Blanketflower|Asteraceae|MTN,GP,PNW|3|9|S|D|18|30|18|18|6|9|red-yellow|SEASONAL|daisy|10|Y||deer_resistant;birdseed|Months of bloom in hot dry sites. Short lived but reseeds; deadhead for more flowers.
agastache_rupestris|Agastache rupestris|Sunset Hyssop|Lamiaceae|SW,MTN|4|10|S|D|18|36|24|18|7|10|orange-pink|SEASONAL|spike|5|||hummingbird;deer_resistant|Root-beer scented grey foliage and salmon tubes. Hummingbirds defend it fiercely.
agastache_foeniculum|Agastache foeniculum|Anise Hyssop|Lamiaceae|MW,GP,MTN,PNW,NE|3|8|S,P|D,M|24|48|24|18|6|9|lavender|SEASONAL|spike|5|Y||deer_resistant;winter_seedhead|Anise-scented, blooms for three months and hums with bees. Self-sows moderately.
erigeron_speciosus|Erigeron speciosus|Showy Fleabane|Asteraceae|MTN,PNW,GP|3|8|S,P|D,M|18|30|18|18|6|8|lavender|SEASONAL|daisy|20|Y||deer_resistant|Lavender-blue daisies with yellow eyes in early summer. Easy and long lived.
eriogonum_umbellatum|Eriogonum umbellatum|Sulphur Buckwheat|Polygonaceae|MTN,PNW,CA,SW|4|8|S|D|6|18|24|18|6|8|yellow-rust|MATRIX|mat|30|Y|Blues and Coppers|deer_resistant;evergreen|Buckwheats host an enormous range of butterflies. Flowers age from sulphur to rust.
linum_lewisii|Linum lewisii|Blue Flax|Linaceae|MTN,GP,PNW,SW,CA|3|9|S|D|18|30|12|12|5|7|sky blue|FILLER|airy|3|||deer_resistant|Fresh blue saucers every morning on wiry stems. Reseeds to drift through gravel.
heterotheca_villosa|Heterotheca villosa|Hairy Golden Aster|Asteraceae|MTN,GP,SW,TX|3|9|S|D|12|24|24|18|7|10|yellow|MATRIX|mound|20|Y||deer_resistant|A silvery mound covered in small gold daisies through the worst heat and drought.
geranium_viscosissimum|Geranium viscosissimum|Sticky Geranium|Geraniaceae|MTN,PNW|3|8|S,P|D,M|18|30|24|24|5|7|pink|SEASONAL|mound|20|Y||deer_resistant|Deeply cut leaves with fine red fall colour. A meadow staple of the northern Rockies.
ericameria_nauseosa|Ericameria nauseosa|Rubber Rabbitbrush|Asteraceae|MTN,SW,GP,CA|4|9|S|D|24|60|48|42|8|10|gold|SHRUB|mound|30|Y||deer_resistant;winter_structure|A mound of gold in autumn when the desert has little else. Silver-grey stems in winter.
fallugia_paradoxa|Fallugia paradoxa|Apache Plume|Rosaceae|SW,MTN,TX|5|9|S|D|36|72|48|48|4|9|white|SHRUB|airy|120|||deer_resistant;winter_structure|White roses followed by pink feathery seed plumes that glow backlit for months.
amelanchier_alnifolia|Amelanchier alnifolia|Saskatoon Serviceberry|Rosaceae|MTN,PNW,GP,MW|2|8|S,P|D,M|72|144|96|72|4|5|white|SHRUB|upright|110|Y|Striped Hairstreak;Viceroy|birdseed;fall_color|A keystone genus. Early white flowers, edible fruit, orange fall colour. Multi-stemmed.
berberis_repens|Berberis repens|Creeping Oregon Grape|Berberidaceae|MTN,PNW,CA|4|8|P,H|D,M|10|18|36|24|4|5|yellow|MATRIX|mat|10|||birdseed;evergreen|A low evergreen holly-like carpet for dry shade in the interior West. Blue fruit.
aquilegia_caerulea|Aquilegia caerulea|Colorado Blue Columbine|Ranunculaceae|MTN|3|8|P,S|M|18|30|18|15|5|7|blue-white|FILLER|airy|5|Y||hummingbird|The Colorado state flower. Needs afternoon shade and even moisture at low elevation.
ribes_aureum|Ribes aureum|Golden Currant|Grossulariaceae|MTN,GP,PNW,CA,SW|3|9|S,P|D,M|36|72|48|48|4|5|yellow|SHRUB|upright|100|Y|Tailed Copper|hummingbird;birdseed;fall_color|Clove-scented yellow flowers, edible fruit, scarlet fall colour. Very drought tolerant.
thalictrum_fendleri|Thalictrum fendleri|Fendler's Meadowrue|Ranunculaceae|MTN,SW|4|8|P,H|M|18|36|24|18|5|7|greenish|FILLER|airy|5||||Columbine-like blue-green foliage and airy flowers for Rocky Mountain shade gardens.
# ---------- WEST: SOUTHWEST DESERTS ----------
sphaeralcea_ambigua|Sphaeralcea ambigua|Desert Globemallow|Malvaceae|SW,CA,MTN|5|10|S|D|24|40|30|30|3|10|apricot|SEASONAL|spike|10|Y|Common Checkered-Skipper;Painted Lady|deer_resistant|Silver-grey felted leaves and apricot cups nearly year-round with occasional water.
baileya_multiradiata|Baileya multiradiata|Desert Marigold|Asteraceae|SW,TX|7|11|S|D|12|24|18|15|3|11|yellow|FILLER|daisy|10|||deer_resistant|Blooms almost continuously on woolly white foliage. Short lived but reseeds readily.
encelia_farinosa|Encelia farinosa|Brittlebush|Asteraceae|SW,CA|8|11|S|D|24|48|48|42|2|5|yellow|SHRUB|mound|10|Y||deer_resistant|A silver-white dome that erupts in gold daisies each spring. Emblem of the Sonoran Desert.
larrea_tridentata|Larrea tridentata|Creosote Bush|Zygophyllaceae|SW,TX|7|11|S|D|48|108|72|72|2|6|yellow|SHRUB|upright|20|Y||deer_resistant;evergreen|Evergreen, resinous, essentially immortal, and host to many specialist desert bees.
dalea_greggii|Dalea greggii|Trailing Indigo Bush|Fabaceae|SW,TX|8|11|S|D|10|18|48|36|3|5|purple|MATRIX|trailing|6|Y||deer_resistant;nfix|A silver-grey trailing mat: the best low-water groundcover for hot Southwestern beds.
dalea_frutescens|Dalea frutescens|Black Dalea|Fabaceae|TX,SW|7|10|S|D|24|48|36|36|9|10|purple|SHRUB|fine|6|Y||deer_resistant;nfix|An airy ferny shrub that turns purple in autumn and swarms with bees. Very drought proof.
